6.4,3.2,5.3,2.3,Iris-virginica,2.33
6.5,3.0,5.5,1.8,Iris-virginica,1.45
7.7,3.8,6.7,2.2,Iris-virginica,1.89
7.7,2.6,6.9,2.3,Iris-virginica,0.49
6.0,2.2,5.0,1.5,Iris-virginica,0.62
6.9,3.2,5.7,2.3,Iris-virginica,2.07
5.6,2.8,4.9,2.0,Iris-virginica,1.79
7.7,2.8,6.7,2.0,Iris-virginica,0.59
6.3,2.7,4.9,1.8,Iris-virginica,1.62
6.7,3.3,5.7,2.1,Iris-virginica,1.94
7.2,3.2,6.0,1.8,Iris-virginica,1.36
6.2,2.8,4.8,1.8,Iris-virginica,1.8
6.1,3.0,4.9,1.8,Iris-virginica,1.91
6.4,2.8,5.6,2.1,Iris-virginica,1.42
7.2,3.0,5.8,1.6,Iris-virginica,1.12
7.4,2.8,6.1,1.9,Iris-virginica,0.97
7.9,3.8,6.4,2.0,Iris-virginica,2.0
6.4,2.8,5.6,2.2,Iris-virginica,1.52
6.3,2.8,5.1,1.5,Iris-virginica,1.25
6.1,2.6,5.6,1.4,Iris-virginica,0.44
7.7,3.0,6.1,2.3,Iris-virginica,1.65
6.3,3.4,5.6,2.4,Iris-virginica,2.36
6.4,3.1,5.5,1.8,Iris-virginica,1.54
6.0,3.0,4.8,1.8,Iris-virginica,1.98
6.9,3.1,5.4,2.1,Iris-virginica,2.03
6.7,3.1,5.6,2.4,Iris-virginica,2.11
6.9,3.1,5.1,2.3,Iris-virginica,2.5
5.8,2.7,5.1,1.9,Iris-virginica,1.44
6.8,3.2,5.9,2.3,Iris-virginica,1.87
6.7,3.3,5.7,2.5,Iris-virginica,2.34
6.7,3.0,5.2,2.3,Iris-virginica,2.26
6.3,2.5,5.0,1.9,Iris-virginica,1.41
6.5,3.0,5.2,2.0,Iris-virginica,1.92
6.2,3.4,5.4,2.3,Iris-virginica,2.42
5.9,3.0,5.1,1.8,Iris-virginica,1.69
